ï»¿"","Órgão","Unidade","Data","Empenho","Processo","Credor","Pago","Retido","Nota de Pagamento","CNPJ","DsEmpenho","DsItemDespesa"
"","03","0303","30/12/2019","5","1795","15.139.629/0001-94 - COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA","R$177.783,24","R$0,00","1794","13810312000102","PARA FAZER FACE AS DESPESAS COM CONSUMO DE ENERGIA ELETRICA DOS DIVERSOS SETORES LIGADOS A SECRETARIA DE ADMINISTRAÇÃO DESTE MUNICIPIO, DURANTE O EXERCICIO DE 2019.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","09","0912","30/12/2019","4","530","00.000.000/5545-02 - BANCO DO BRASIL S/A","R$198,55","R$0,00","524","17993326000160","PARA FAZER FACE AS DESPESAS COM PAGAMENTO DE TARIFAS BANCÁRIAS, A SEREM EFETUADAS EM DIVERSAS CONTAS DA SECRETARIA DESENVOLVIMENTO SOCIAL, PARA O EXERCÍCIO DE 2019.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","02","0214","30/12/2019","369","1782","07.661.906/0001-04 - AGÊNCIA COMUNICAÇÃO LTDA - ME","R$9.875,00","R$98,75","1763","13810312000102","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE PUBLICIDADE, DE CARÁTER EDUCATIVO, INFORMATIVO E DE ORIENTAÇÃO SOCIAL, PARA ATENDER AS NECESSIDADES DO GABINETE DO PREFEITO, CONFORME 2ª ADITIVO DA TOMADA DE PREÇO Nº 001/2017 E CONTRATO Nº 199/2017.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","10","1010","30/12/2019","353","1779","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$6.500,00","R$130,00","1760","13810312000102","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, CONFORME 2º ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","10","1010","30/12/2019","353","1780","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$6.500,00","R$130,00","1761","13810312000102","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, CONFORME 2º ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","10","1010","30/12/2019","353","1781","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$12.000,00","R$240,00","1762","13810312000102","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, CONFORME 2º ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","05","0505","30/12/2019","333","1778","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$10.000,00","R$200,00","1759","13810312000102","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL SEGURANÇA E ORDEM PÛBLICA, CONFORME 2ª ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","02","0202","30/12/2019","332","1774","04.756.073/0001-69 - OLIVESI TRANSPORTE LTDA - EPP","R$10.000,00","R$200,00","1755","13810312000102","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE VEICULOS PARA ATENDER AS NECESSIDADES DO GABINETE DO PREFEITO , CONFORME 2ª ADITIVO DO PREGÃO Nº 009-2017 E CONTRATO Nº 162-2017.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","10","1010","30/12/2019","327","1784","18.410.298/0001-73 - ADNA CABRAL DE JESUS - ME","R$2.090,00","R$0,00","1765","13810312000102","PARA FAZER FACE A DESPESA NO FORNECIMENTO DE PEÇAS DE REPOSIÇÃO PARA MANUTENÇÃO PREVENTIVA E CORRETIVA DOS VEICULOS DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS, CONFORME PREGÃO Nº 014/2019 E CONTRATO Nº 081/2019.","33903000 - Material de Consumo"
"","08","0808","30/12/2019","317","1688","20.971.571/0001-80 - COOPASAUD - COOP TRABALHO EM ASSISTENCIA SOCIAL E SAUDE DO ESTADO DA BAHIA LTDA","R$118.125,54","R$12.796,93","1664","13320152000113","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO E EXERCUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS OU NÃO ESPECIALIZADOS PARA ATENDER AS NECESSIDADES DO HOSPITAL MUNICIPAL MARIANA PENEDO JUNTO A  SECRETARIA MUNICIPAL DE SAÚDE, CONFORME 1ª ADITIVO DO PREGÃO Nº 003-2017 E CONTRATO Nº 082-2017.","33903400 - Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização"
"","08","0808","30/12/2019","316","1690","20.971.571/0001-80 - COOPASAUD - COOP TRABALHO EM ASSISTENCIA SOCIAL E SAUDE DO ESTADO DA BAHIA LTDA","R$78.750,35","R$0,00","1666","13320152000113","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO E EXERCUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS OU NÃO ESPECIALIZADOS PARA ATENDER AS NECESSIDADES DO HOSPITAL MUNICIPAL MARIANA PENEDO JUNTO A  SECRETARIA MUNICIPAL DE SAÚDE, CONFORME 1ª ADITIVO DO PREGÃO Nº 003-2017 E CONTRATO Nº 082-2017.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","04","0404","30/12/2019","306","1790","29.979.036/0014-65 - INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL","R$6.758,98","R$0,00","1779","13810312000102","PARA FAZER FACE A DESPESA NO PARCELAMENTO DO INSS REFERENTE MULTAS DO PERIODO DE 05/2017 A 07/2018 DO PROCESSO Nº 10530.720351/2019-14.","46907100 - Principal da Dívida Contratual Resgatado"
"","04","0404","30/12/2019","3","1789","13.504.675/0001-10 - EMBASA - EMPRESA BAIANA DE AGUAS E SANEAMENTO S/A","R$10.385,81","R$0,00","1778","13810312000102","PARA FAZER FACE AS DESPESAS COM O PARCELAMENTO DE DÉBITOS RELATIVO À EMBASA NO PERIODO DE 04/2014 A 03/2017, CONFORME PARCELAMENTO Nº 17/2017.","46907100 - Principal da Dívida Contratual Resgatado"
"","07","0707","30/12/2019","3","866","13.504.675/0001-10 - EMBASA - EMPRESA BAIANA DE AGUAS E SANEAMENTO S/A","R$1.577,39","R$0,00","873","30062339000183","PARA FAZER FACE AS DESPESAS COM O CONSUMO FORNECIMENTO DE ÁGUA JUNTO A SECRETARIA DE EDUCAÇÃO DESTE MUNICÍPIO, PARA O EXERCÍCIO 2019.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","08","0808","30/12/2019","298","1686","18.410.298/0001-73 - ADNA CABRAL DE JESUS - ME","R$13.041,00","R$0,00","1662","13320152000113","PARA FAZER FACE A DESPESA NO FORNECIMENTO DE PEÇAS DE REPOSIÇÃO PARA MANUTENÇÃO PREVENTIVA E CORRETIVA DOS VEICULOS DA SECRETARIA MUNICIPAL DE SAÚDE, CONFORME PREGÃO Nº 014/2019 E CONTRATO Nº 081/2019.","33903000 - Material de Consumo"
"","10","1010","30/12/2019","29","1804","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$239.799,04","R$61.580,21","1842","13810312000102","PARA FAZER FACE A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS DESTE MUNICIPIO, DURANTE O EXERCICIO DE 2019.","31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil"
"","03","0303","30/12/2019","284","1783","07.197.406/0001-55 - JOSEFA PIMENTEL DA CONCEICAO - ME","R$16.326,06","R$0,00","1764","13810312000102","PARA FAZER FACE A DESPESA NO FORNECIMENTO DE MATERIAL DE LIMPEZA E DESCARTAVÉL PARA ATENDER AS NECESSIDADES DOS DIVERSOS SETORES DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO, CONFORME PREGÃO Nº 008/2019 E CONTRATO Nº 056/2019.","33903000 - Material de Consumo"
"","05","0505","30/12/2019","28","1801","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$215.215,96","R$46.552,17","1839","13810312000102","PARA FAZER FACE A DESPESAS NO VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA VIGILÂNCIA MUNICIPAL JUNTO A SECRETARIA MUNICIPAL DE SEGURANÇA E ORDEM PÚBLICA, REFERENTE AO EXERCICIO DE 2019.","31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil"
"","04","0404","30/12/2019","278","1793","15.139.629/0001-94 - COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA","R$12.316,56","R$0,00","1782","13810312000102","PARA FAZER FACE AS DESPESAS COM O PARCELAMENTO DE DÉBITOS  Nº 007/CAFS/CAC-SCL/2018, RELATIVO À COELBA, PARA O EXERCÍCIO 2019.","46907100 - Principal da Dívida Contratual Resgatado"
"","10","1010","30/12/2019","277","1792","15.139.629/0001-94 - COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA","R$7.289,61","R$0,00","1781","13810312000102","PARA FAZER FACE AS DESPESAS COM  TAXA DE ADMINISTRAÇÃO, DURANTE O EXERCICIO DE 2019.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","10","1010","30/12/2019","276","1796","15.139.629/0001-94 - COELBA - COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA","R$163.773,71","R$0,00","1795","13810312000102","PARA FAZER FACE AS DESPESAS COM CONSUMO DE ILUMINAÇÃO PÚBLICA DESTE MUNICÍPIO, DURANTE O EXERCICIO DE 2019.","33903900 - Outros Serviços de Terceiros - Pessoa Jurídica"
"","06","0606","30/12/2019","27","1805","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$37.109,95","R$8.934,58","1843","13810312000102","PARA FAZER FACE A DESPESAS NO VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DESENVOLVIMENTO RURAL, REFERENTE AO EXERCICIO DE 2019.","31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil"
"","10","1010","30/12/2019","264","1775","18.410.298/0001-73 - ADNA CABRAL DE JESUS - ME","R$3.400,00","R$0,00","1756","13810312000102","PARA FAZER FACE A DESPESA NO FORNECIMENTO DE PNEUS E CÂMARAS DE AR PARA OS VEICULOS LEVE E PESADO PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, CONFORME CONVITE Nº 002/2019 E CONTRATO Nº 032/2019.","33903000 - Material de Consumo"
"","05","0505","30/12/2019","26","1802","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$1.230,15","R$118,37","1840","13810312000102","PARA FAZER FACE A DESPESAS NO VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE SEGURANÇA E ORDEM PÚBLICA, REFERENTE AO EXERCICIO DE 2019.","31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil"
"","04","0404","30/12/2019","25","1806","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$43.487,61","R$8.962,82","1844","13810312000102","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO  MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE PLANEJAMENTO E FINANÇAS, DURANTE O EXERCICIO DE 2019.","31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil"
"","03","0303","30/12/2019","24","1797","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$2.400,00","R$37,20","1835","13810312000102","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2019.","31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil"
"","03","0303","30/12/2019","24","1798","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$3.565,86","R$1.593,36","1836","13810312000102","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2019.","31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil"
"","03","0303","30/12/2019","24","1803","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$59.955,65","R$14.440,57","1841","13810312000102","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO A SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2019.","31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil"
"","02","0218","30/12/2019","22","1799","13.810.312/0001-02 - PREFEITURA MUNICIPAL DE TUCANO","R$2.038,70","R$417,84","1837","13810312000102","PARA FAZER FACE A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NA PROCURADORIA JURÍDICA DO MUNICIPIO JUNTO AO GABINETE DO PREFEITO DESTE MUNICIPIO, REFERENTE AO EXERCICIO DE 2019.","31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil"
"","07","0707","30/12/2019","219","841","11.125.886/0001-16 - DINFO SERVIÇOS DE INTERNET LTDA","R$3.150,00","R$63,00","848","30062339000183","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS NO FORNECIMENTO DE LINK DE INTERNET (70 MEGABYTE) DEDICADA PARA PROVER ACESSO À INTERNET DE ALTA VELOCIDADE PARA ATENDER AS NECESSIDADES DAS ESCOLAS MUNICIPAIS DOS POVOADOS JUNTO A SECRETARIA DE EDUCAÇÃO, CONFORME 1º ADITIVO DO PREGÃO Nº 027/2018 E CONTRATO Nº 135/2018. REF. AOS MESES DE SETEMBRO A DEZEMBRO DE 2019","33904000 - Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica"
"","07","0707","30/12/2019","219","842","11.125.886/0001-16 - DINFO SERVIÇOS DE INTERNET LTDA","R$3.150,00","R$63,00","849","30062339000183","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS NO FORNECIMENTO DE LINK DE INTERNET (70 MEGABYTE) DEDICADA PARA PROVER ACESSO À INTERNET DE ALTA VELOCIDADE PARA ATENDER AS NECESSIDADES DAS ESCOLAS MUNICIPAIS DOS POVOADOS JUNTO A SECRETARIA DE EDUCAÇÃO, CONFORME 1º ADITIVO DO PREGÃO Nº 027/2018 E CONTRATO Nº 135/2018. REF. AOS MESES DE SETEMBRO A DEZEMBRO DE 2019","33904000 - Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica"
"","07","0707","30/12/2019","219","843","11.125.886/0001-16 - DINFO SERVIÇOS DE INTERNET LTDA","R$3.150,00","R$63,00","850","30062339000183","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS NO FORNECIMENTO DE LINK DE INTERNET (70 MEGABYTE) DEDICADA PARA PROVER ACESSO À INTERNET DE ALTA VELOCIDADE PARA ATENDER AS NECESSIDADES DAS ESCOLAS MUNICIPAIS DOS POVOADOS JUNTO A SECRETARIA DE EDUCAÇÃO, CONFORME 1º ADITIVO DO PREGÃO Nº 027/2018 E CONTRATO Nº 135/2018. REF. AOS MESES DE SETEMBRO A DEZEMBRO DE 2019","33904000 - Serviços de Tecnologia da Informação e Comunicação - Pessoa Jurídica"
