ï»¿"","","Data","Processo","Origem","Favorecido","Conta Banco","Valor","NuCnpj","SqMovimentacao","TpRepasse"
"","","26/12/2019","419","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$2.000,00","13810312000102","2599","MB"
"","","26/12/2019","415","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$11.000,00","13810312000102","2541","MB"
"","","26/12/2019","416","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$244.000,00","13810312000102","2542","MB"
"","","26/12/2019","417","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$20.000,00","13810312000102","2543","MB"
"","","24/12/2019","412","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$151.000,00","13810312000102","2512","MB"
"","","24/12/2019","410","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$11.194,03","13810312000102","2505","MB"
"","","24/12/2019","411","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$330.000,00","13810312000102","2510","MB"
"","","24/12/2019","413","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$90.000,00","13810312000102","2551","MB"
"","","24/12/2019","414","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$40.000,00","13810312000102","2597","MB"
"","","24/12/2019","1724","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.054,00","13810312000102","1775","NP"
"","","20/12/2019","513","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL DE TUCANO","LAR DONA RITINHA","151815 - BB AG 44954 C/C - 15181-5 - TUCANOBL MAC FNAS","R$5.500,00","17993326000160","516","NP"
"","","20/12/2019","512","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL DE TUCANO","LAR DONA RITINHA","152064 - BB AG 44954 C/C - 15206-4 - BLOCO DA PSEMC E PSEAC","R$6.800,00","17993326000160","515","NP"
"","","20/12/2019","407","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$116.322,32","13810312000102","2511","MB"
"","","20/12/2019","406","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$207,03","13810312000102","2509","MB"
"","","20/12/2019","404","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$119.049,33","13810312000102","2506","MB"
"","","20/12/2019","405","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$10,11","13810312000102","2507","MB"
"","","20/12/2019","408","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$20.000,00","13810312000102","2547","MB"
"","","20/12/2019","409","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$3.000,00","13810312000102","2550","MB"
"","","17/12/2019","399","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$33.203,67","13810312000102","2508","MB"
"","","17/12/2019","1704","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.054,00","13810312000102","1773","NP"
"","","17/12/2019","400","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$8.000,00","13810312000102","2536","MB"
"","","17/12/2019","401","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$28.000,00","13810312000102","2594","MB"
"","","17/12/2019","402","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$4.500,00","13810312000102","2595","MB"
"","","17/12/2019","403","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.100,00","13810312000102","2699","MB"
"","","12/12/2019","398","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$16.000,00","13810312000102","2593","MB"
"","","12/12/2019","397","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$10.000,00","13810312000102","2535","MB"
"","","10/12/2019","393","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$29,90","13810312000102","2691","MB"
"","","10/12/2019","394","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$219.125,34","13810312000102","2692","MB"
"","","10/12/2019","395","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$601,91","13810312000102","2693","MB"
"","","10/12/2019","396","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$4.116,58","13810312000102","2694","MB"
"","","10/12/2019","392","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2591","MB"
"","","06/12/2019","391","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$5.700,00","13810312000102","2534","MB"
"","","03/12/2019","390","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$38.408,36","13810312000102","2690","MB"
"","","29/11/2019","387","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$130.595,13","13810312000102","2336","MB"
"","","29/11/2019","388","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$34,12","13810312000102","2337","MB"
"","","29/11/2019","389","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$139,78","13810312000102","2339","MB"
"","","27/11/2019","386","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2370","MB"
"","","26/11/2019","385","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$23.746,76","13810312000102","2338","MB"
"","","26/11/2019","1646","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.054,00","13810312000102","1688","NP"
"","","22/11/2019","473","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL DE TUCANO","LAR DONA RITINHA","151815 - BB AG 44954 C/C - 15181-5 - TUCANOBL MAC FNAS","R$5.500,00","17993326000160","476","NP"
"","","22/11/2019","472","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL DE TUCANO","LAR DONA RITINHA","152064 - BB AG 44954 C/C - 15206-4 - BLOCO DA PSEMC E PSEAC","R$6.800,00","17993326000160","475","NP"
"","","22/11/2019","383","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2369","MB"
"","","22/11/2019","384","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2385","MB"
"","","20/11/2019","382","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$2.000,00","13810312000102","2368","MB"
"","","20/11/2019","378","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$52.267,41","13810312000102","2329","MB"
"","","20/11/2019","379","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$4,60","13810312000102","2330","MB"
"","","20/11/2019","380","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$183,38","13810312000102","2332","MB"
"","","20/11/2019","381","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$117.322,32","13810312000102","2333","MB"
"","","19/11/2019","376","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$31.322,58","13810312000102","2331","MB"
"","","19/11/2019","377","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.100,00","13810312000102","2365","MB"
"","","19/11/2019","1629","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.054,00","13810312000102","1685","NP"
"","","18/11/2019","374","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2382","MB"
"","","18/11/2019","375","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2384","MB"
"","","12/11/2019","373","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$4.264,88","13810312000102","2327","MB"
"","","08/11/2019","369","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$601,20","13810312000102","2328","MB"
"","","08/11/2019","366","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$150.000,00","13810312000102","2318","MB"
"","","08/11/2019","367","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$253.051,11","13810312000102","2324","MB"
"","","08/11/2019","368","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$67,06","13810312000102","2325","MB"
"","","08/11/2019","372","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$12.000,00","13810312000102","2380","MB"
"","","08/11/2019","371","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$9.000,00","13810312000102","2371","MB"
"","","08/11/2019","370","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$10.000,00","13810312000102","2366","MB"
"","","08/11/2019","1609","PREFEITURA DE TUCANO","CONFEDERACAO NACIONAL DE MUNICIPIOS","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$1.536,00","13810312000102","1684","NP"
"","","05/11/2019","365","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$34.432,47","13810312000102","2326","MB"
"","","01/11/2019","364","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$40.000,00","13810312000102","2379","MB"
"","","31/10/2019","363","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$5.000,00","13810312000102","2178","MB"
"","","30/10/2019","361","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$11,76","13810312000102","2154","MB"
"","","30/10/2019","360","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$124.721,45","13810312000102","2151","MB"
"","","30/10/2019","362","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$67,45","13810312000102","2162","MB"
"","","29/10/2019","359","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$11.574,70","13810312000102","2159","MB"
"","","23/10/2019","357","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$6.900,07","13810312000102","2197","MB"
"","","23/10/2019","358","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$14.487,98","13810312000102","2198","MB"
"","","22/10/2019","356","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$10.436,86","13810312000102","2158","MB"
"","","22/10/2019","1541","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.054,00","13810312000102","1555","NP"
"","","21/10/2019","354","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$5.000,00","13810312000102","2133","MB"
"","","21/10/2019","355","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$4.000,00","13810312000102","2140","MB"
"","","18/10/2019","347","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$15.000,00","13810312000102","2138","MB"
"","","18/10/2019","348","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$45.000,00","13810312000102","2139","MB"
"","","18/10/2019","351","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$48.874,72","13810312000102","2150","MB"
"","","18/10/2019","352","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$57,83","13810312000102","2153","MB"
"","","18/10/2019","349","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2144","MB"
"","","18/10/2019","350","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$5.000,00","13810312000102","2145","MB"
"","","18/10/2019","353","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$232,85","13810312000102","2161","MB"
"","","18/10/2019","344","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$117.322,32","13810312000102","2113","MB"
"","","18/10/2019","345","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$5.000,00","13810312000102","2131","MB"
"","","18/10/2019","346","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$2.000,00","13810312000102","2132","MB"
"","","18/10/2019","1532","PREFEITURA DE TUCANO","MINISTERIO DO DESENVOLVIMENTO AGRARIO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$7.097,50","13810312000102","1548","NP"
"","","16/10/2019","429","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL DE TUCANO","LAR DONA RITINHA","152064 - BB AG 44954 C/C - 15206-4 - BLOCO DA PSEMC E PSEAC","R$6.800,00","17993326000160","415","NP"
"","","16/10/2019","430","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL DE TUCANO","LAR DONA RITINHA","151815 - BB AG 44954 C/C - 15181-5 - TUCANOBL MAC FNAS","R$5.500,00","17993326000160","416","NP"
"","","15/10/2019","1513","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.054,00","13810312000102","1553","NP"
"","","15/10/2019","342","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.100,00","13810312000102","2114","MB"
"","","15/10/2019","343","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$30.919,71","13810312000102","2157","MB"
"","","14/10/2019","341","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$100.000,00","13810312000102","2143","MB"
"","","14/10/2019","340","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$4.000,00","13810312000102","2130","MB"
"","","11/10/2019","337","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$3.000,00","13810312000102","2129","MB"
"","","11/10/2019","339","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$34.000,00","13810312000102","2142","MB"
"","","11/10/2019","338","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$3.000,00","13810312000102","2137","MB"
"","","11/10/2019","1489","PREFEITURA DE TUCANO","MINISTERIO DO DESENVOLVIMENTO AGRARIO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$7.097,50","13810312000102","1513","NP"
"","","10/10/2019","1479","PREFEITURA DE TUCANO","CONFEDERACAO NACIONAL DE MUNICIPIOS","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$1.536,00","13810312000102","1552","NP"
"","","10/10/2019","333","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$22.000,00","13810312000102","2136","MB"
"","","10/10/2019","334","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$147.603,29","13810312000102","2149","MB"
"","","10/10/2019","335","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$1.016,25","13810312000102","2152","MB"
"","","10/10/2019","336","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$579,92","13810312000102","2160","MB"
"","","10/10/2019","332","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2128","MB"
"","","10/10/2019","331","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$150.000,00","13810312000102","2091","MB"
"","","08/10/2019","330","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$4.637,39","13810312000102","2156","MB"
"","","02/10/2019","327","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$9.000,00","13810312000102","2134","MB"
"","","02/10/2019","328","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$192.000,00","13810312000102","2135","MB"
"","","02/10/2019","329","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$4.000,00","13810312000102","2141","MB"
"","","02/10/2019","1449","PREFEITURA DE TUCANO","MINISTERIO DO DESENVOLVIMENTO AGRARIO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$7.097,50","13810312000102","1468","NP"
"","","02/10/2019","1452","PREFEITURA DE TUCANO","CONSORCIO PUBLICO DE DESENVOLVIMENTO SUSTENTAVEL DO TERRITORIO DO SISAL - CONSISAL","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$4.217,00","13810312000102","1471","NP"
"","","01/10/2019","326","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$43.860,16","13810312000102","2155","MB"
"","","30/09/2019","325","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$15.000,00","13810312000102","1963","MB"
"","","30/09/2019","324","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$34.000,00","13810312000102","1955","MB"
"","","30/09/2019","321","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$123.891,83","13810312000102","1899","MB"
"","","30/09/2019","322","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$121,10","13810312000102","1902","MB"
"","","30/09/2019","323","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$171,32","13810312000102","1909","MB"
"","","25/09/2019","320","PREFEITURA DE TUCANO","SECRETARIA MUNICIPAL DE EDUCACAO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$21.000,00","13810312000102","1962","MB"
"","","24/09/2019","319","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$10.411,28","13810312000102","1906","MB"
"","","24/09/2019","1382","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.054,00","13810312000102","1413","NP"
"","","20/09/2019","315","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$233,56","13810312000102","1908","MB"
"","","20/09/2019","316","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","94676 - BB AG 44954 C/C - 9467-6 - CONTA MOVIMENTO","R$5.000,00","13810312000102","1954","MB"
"","","20/09/2019","313","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$39.297,36","13810312000102","1898","MB"
