ï»¿"","","Data","Processo","Origem","Favorecido","Conta Banco","Valor","NuCnpj","SqMovimentacao","TpRepasse"
"","","19/12/2017","309","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$7.000,00","13810312000102","3264","MB"
"","","19/12/2017","2179","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.003,50","13810312000102","2275","NP"
"","","12/12/2017","307","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$6.726,56","13810312000102","3202","MB"
"","","08/12/2017","303","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$173.984,30","13810312000102","3184","MB"
"","","08/12/2017","304","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$17,18","13810312000102","3185","MB"
"","","08/12/2017","306","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$350.000,00","13810312000102","3242","MB"
"","","08/12/2017","305","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$979,11","13810312000102","3187","MB"
"","","08/12/2017","2156","PREFEITURA DE TUCANO","CONFEDERACAO NACIONAL DE MUNICIPIOS","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$1.435,00","13810312000102","2319","NP"
"","","06/12/2017","302","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$22.000,00","13810312000102","3239","MB"
"","","05/12/2017","300","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$35.701,11","13810312000102","3186","MB"
"","","05/12/2017","301","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$62.000,00","13810312000102","3238","MB"
"","","04/12/2017","299","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$1.000,00","13810312000102","3241","MB"
"","","01/12/2017","298","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$34.000,00","13810312000102","3240","MB"
"","","01/12/2017","417","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL DE TUCANO","LAR DONA RITINHA","138371 - BB AG 44954 C/C - 13837-1 - BL PSEAC","R$26.000,00","17993326000160","432","NP"
"","","30/11/2017","297","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$142.000,00","13810312000102","3019","MB"
"","","30/11/2017","296","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$1.000,00","13810312000102","3014","MB"
"","","30/11/2017","291","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$96.136,03","13810312000102","2969","MB"
"","","30/11/2017","292","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","2831422 - BB AG 44954 C/C - 283142-2 - ICMS","R$298,48","13810312000102","2970","MB"
"","","30/11/2017","293","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$10,37","13810312000102","2971","MB"
"","","30/11/2017","294","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$52,98","13810312000102","2972","MB"
"","","30/11/2017","295","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$99.718,82","13810312000102","2976","MB"
"","","28/11/2017","290","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$14.673,39","13810312000102","2968","MB"
"","","28/11/2017","2077","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.003,50","13810312000102","2169","NP"
"","","27/11/2017","289","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$65.000,00","13810312000102","3018","MB"
"","","23/11/2017","288","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$5.000,00","13810312000102","3013","MB"
"","","21/11/2017","287","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$7.500,00","13810312000102","3012","MB"
"","","21/11/2017","2051","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.003,50","13810312000102","2168","NP"
"","","21/11/2017","286","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.100,00","13810312000102","2980","MB"
"","","21/11/2017","285","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$10.213,92","13810312000102","2965","MB"
"","","20/11/2017","282","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$246,91","13810312000102","2967","MB"
"","","20/11/2017","279","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$150.000,00","13810312000102","2957","MB"
"","","20/11/2017","280","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$37.320,67","13810312000102","2960","MB"
"","","20/11/2017","281","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$10,40","13810312000102","2962","MB"
"","","20/11/2017","2037","PREFEITURA DE TUCANO","SINDICATO DOS TRABALHADORES RURAIS E AGRICULTORES FAMILIAR DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$34.768,00","13810312000102","2104","NP"
"","","20/11/2017","283","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$5.000,00","13810312000102","3011","MB"
"","","20/11/2017","284","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$1.000,00","13810312000102","3017","MB"
"","","14/11/2017","278","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$27.556,24","13810312000102","2964","MB"
"","","10/11/2017","275","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$717,69","13810312000102","2966","MB"
"","","10/11/2017","274","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$26,05","13810312000102","2961","MB"
"","","10/11/2017","273","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$194.241,52","13810312000102","2959","MB"
"","","10/11/2017","277","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$260.000,00","13810312000102","3016","MB"
"","","10/11/2017","276","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$15.000,00","13810312000102","3010","MB"
"","","10/11/2017","1987","PREFEITURA DE TUCANO","CONFEDERACAO NACIONAL DE MUNICIPIOS","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$1.435,00","13810312000102","2165","NP"
"","","10/11/2017","1966","PREFEITURA DE TUCANO","CONSORCIO PUBLICO DE DESENVOLVIMENTO SUSTENTAVEL DO TERRITORIO DO SISAL - CONSISAL","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$3.483,00","13810312000102","2038","NP"
"","","07/11/2017","272","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$24.191,35","13810312000102","2963","MB"
"","","06/11/2017","271","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$83.000,00","13810312000102","3009","MB"
"","","01/11/2017","270","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$9.000,00","13810312000102","3015","MB"
"","","01/11/2017","269","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$7.000,00","13810312000102","3008","MB"
"","","31/10/2017","268","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$21.340,91","13810312000102","2648","MB"
"","","31/10/2017","267","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","2831422 - BB AG 44954 C/C - 283142-2 - ICMS","R$298,48","13810312000102","2645","MB"
"","","30/10/2017","264","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$20,20","13810312000102","2646","MB"
"","","30/10/2017","263","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$128.409,39","13810312000102","2644","MB"
"","","30/10/2017","262","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$99.718,82","13810312000102","2636","MB"
"","","30/10/2017","265","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$153,97","13810312000102","2650","MB"
"","","30/10/2017","266","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$85.000,00","13810312000102","2876","MB"
"","","27/10/2017","261","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$126,46","13810312000102","2649","MB"
"","","27/10/2017","260","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$23.708,33","13810312000102","2643","MB"
"","","25/10/2017","259","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2869","MB"
"","","24/10/2017","258","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$8.136,34","13810312000102","2647","MB"
"","","24/10/2017","1805","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.003,50","13810312000102","1957","NP"
"","","20/10/2017","257","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$235,27","13810312000102","2630","MB"
"","","20/10/2017","254","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$150.000,00","13810312000102","2626","MB"
"","","20/10/2017","255","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$39.141,26","13810312000102","2627","MB"
"","","20/10/2017","256","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$51,27","13810312000102","2628","MB"
"","","18/10/2017","252","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$3.000,00","13810312000102","2874","MB"
"","","18/10/2017","253","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$8.000,00","13810312000102","2875","MB"
"","","17/10/2017","250","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$55.000,00","13810312000102","2873","MB"
"","","17/10/2017","249","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2868","MB"
"","","17/10/2017","251","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.100,00","13810312000102","2880","MB"
"","","17/10/2017","248","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$27.600,89","13810312000102","2629","MB"
"","","17/10/2017","1772","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.003,50","13810312000102","1956","NP"
"","","16/10/2017","1752","PREFEITURA DE TUCANO","SINDICATO DOS TRABALHADORES RURAIS E AGRICULTORES FAMILIAR DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$34.782,00","13810312000102","1818","NP"
"","","16/10/2017","247","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$2.000,00","13810312000102","2872","MB"
"","","16/10/2017","246","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$9.000,00","13810312000102","2867","MB"
"","","10/10/2017","244","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$6.000,00","13810312000102","2866","MB"
"","","10/10/2017","245","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$40.000,00","13810312000102","2871","MB"
"","","10/10/2017","240","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$127.336,94","13810312000102","2596","MB"
"","","10/10/2017","241","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$1.177,53","13810312000102","2597","MB"
"","","10/10/2017","242","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$7.991,44","13810312000102","2598","MB"
"","","10/10/2017","243","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$730,47","13810312000102","2599","MB"
"","","10/10/2017","1727","PREFEITURA DE TUCANO","CONFEDERACAO NACIONAL DE MUNICIPIOS","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$1.435,00","13810312000102","1958","NP"
"","","09/10/2017","239","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$2.000,00","13810312000102","2865","MB"
"","","06/10/2017","237","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$1.000,00","13810312000102","2864","MB"
"","","06/10/2017","238","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$500,00","13810312000102","2870","MB"
"","","03/10/2017","236","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$3.000,00","13810312000102","2863","MB"
"","","03/10/2017","235","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$31.761,31","13810312000102","2554","MB"
"","","29/09/2017","231","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$162,20","13810312000102","2349","MB"
"","","29/09/2017","232","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$99.718,82","13810312000102","2379","MB"
"","","29/09/2017","233","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$83.000,00","13810312000102","2385","MB"
"","","29/09/2017","234","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$97.000,00","13810312000102","2393","MB"
"","","29/09/2017","228","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$118.522,33","13810312000102","2342","MB"
"","","29/09/2017","229","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","2831422 - BB AG 44954 C/C - 283142-2 - ICMS","R$298,48","13810312000102","2343","MB"
"","","29/09/2017","230","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$167,78","13810312000102","2345","MB"
"","","26/09/2017","227","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$19.997,02","13810312000102","2347","MB"
"","","26/09/2017","1616","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.003,50","13810312000102","1742","NP"
"","","25/09/2017","225","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$7.000,00","13810312000102","2384","MB"
"","","25/09/2017","226","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$316.000,00","13810312000102","2392","MB"
"","","22/09/2017","224","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$5.000,00","13810312000102","2383","MB"
"","","22/09/2017","1593","PREFEITURA DE TUCANO","CONSORCIO PUBLICO DE DESENVOLVIMENTO SUSTENTAVEL DO TERRITORIO DO SISAL - CONSISAL","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$3.483,00","13810312000102","1616","NP"
"","","21/09/2017","223","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$10.000,00","13810312000102","2391","MB"
"","","20/09/2017","222","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$198,68","13810312000102","2348","MB"
"","","20/09/2017","221","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$43,34","13810312000102","2344","MB"
"","","20/09/2017","219","PREFEITURA DE TUCANO","TUCANO CAMARA MUNICIPAL","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$150.000,00","13810312000102","2322","MB"
"","","20/09/2017","220","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$30.671,20","13810312000102","2341","MB"
"","","19/09/2017","216","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$24.761,88","13810312000102","2346","MB"
"","","19/09/2017","217","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$8.000,00","13810312000102","2382","MB"
"","","19/09/2017","218","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.100,00","13810312000102","2433","MB"
"","","19/09/2017","1531","PREFEITURA DE TUCANO","UPB - UNIAO DOS MUNICIPIOS DA BAHIA","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$1.003,50","13810312000102","1741","NP"
"","","15/09/2017","215","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$4.000,00","13810312000102","2390","MB"
"","","13/09/2017","214","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$30.000,00","13810312000102","2389","MB"
"","","12/09/2017","213","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$7.275,29","13810312000102","2320","MB"
"","","11/09/2017","1453","PREFEITURA DE TUCANO","SINDICATO DOS TRABALHADORES RURAIS E AGRICULTORES FAMILIAR DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$34.923,00","13810312000102","1514","NP"
"","","08/09/2017","1452","PREFEITURA DE TUCANO","CONFEDERACAO NACIONAL DE MUNICIPIOS","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$1.435,00","13810312000102","1740","NP"
"","","08/09/2017","209","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77860 - BB AG 44954 C/C - 7786-0 - IPI","R$626,56","13810312000102","2321","MB"
"","","08/09/2017","207","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","150746 - BB AG 44954 C/C - 15074-6 - FPM","R$131.932,40","13810312000102","2317","MB"
"","","08/09/2017","208","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","15072X - BB AG 44954 C/C - 15072-X - ITR","R$22,66","13810312000102","2318","MB"
"","","08/09/2017","211","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$8.000,00","13810312000102","2387","MB"
"","","08/09/2017","212","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$30.000,00","13810312000102","2388","MB"
"","","08/09/2017","210","PREFEITURA DE TUCANO","FUNDO ASSISTENCIA SOCIAL DE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$2.000,00","13810312000102","2381","MB"
"","","05/09/2017","206","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","9467 - BB AG 44954 C/C - 946-7 - CONTA MOVIMENTO","R$60.000,00","13810312000102","2386","MB"
"","","05/09/2017","205","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","77852 - BB AG 44954 C/C - 7785-2 - ICMS","R$32.261,48","13810312000102","2319","MB"
"","","31/08/2017","203","PREFEITURA DE TUCANO","FUNDO SAUDE TUCANO","2831422 - BB AG 44954 C/C - 283142-2 - ICMS","R$298,48","13810312000102","2029","MB"
